"5559","","в","В","PR","","","Долбанутые - _в_ смысле поехали в","в","","","","","","PR","В","PR","В"
"5560","","смысле","СМЫСЛ","S m inan loc sg","","","Долбанутые - в _смысле_ поехали в Ростов","е","л","с","ы","м","с","S","СМЫСЛ","S m inan loc sg","Л"
"5561","","поехали","ПОЕХАТЬ","V pf praet pl indic - -","","","- в смысле _поехали_ в Ростов ?","и","л","а","х","е","о","V","ПОЕХАТЬ","V pf praet pl indic - -","Ь"
"5562","","в","В","PR","","","в смысле поехали _в_ Ростов ?","в","","","","","","PR","В","PR","В"
"5563","","Ростов","РОСТОВ","S m inan acc sg","","","смысле поехали в _Ростов_ ?","в","о","т","с","о","р","S","РОСТОВ","S m inan acc sg","В"
"5564","","?","?","PUNCT","","","","","","","","","","PUNCT","","",""
"5565","","","","","","","","","","","","","","","","",""
"5566","# sent = 507","","","","","","","","","","","","","","","",""
"5567","# speaker = A","","","","","","","","","","","","","","","",""
"5568","# sent = 508","","","","","","","","","","","","","","","",""
"5569","","ха-ха","ХА-ХА","INTJ","","","_ха-ха_ - ха ,","а","х","-","а","х","","INTJ","ХА-ХА","INTJ","А"
"5570","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"5571","","ха","ХА","INTJ","","","ха-ха - _ха_ , ехать ,","а","х","","","","","INTJ","ХА","INTJ","А"
"5572","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5573","","ехать","ЕХАТЬ","V ipf - - inf - -","","","- ха , _ехать_ , эм ,","ь","т","а","х","е","","V","ЕХАТЬ","V ipf - - inf - -","Ь"
"5574","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5575","","эм","ЭМ","INTJ","","",", ехать , _эм_ , из ,","м","э","","","","","INTJ","ЭМ","INTJ","М"
"5576","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5577","","из","ИЗ","PR","","",", эм , _из_ , щас","з","и","","","","","PR","ИЗ","PR","З"
"5578","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5579","<distinct form=""","","","","","","","","","","","","","","","",""
"5580","<dist>","щас","","","","","","","","","","","","","","",""
"5581",""">","","","","","","","","","","","","","","","",""
"5582","","сейчас","СЕЙЧАС","ADV -","","","щас _сейчас_ , Новосибирска","с","а","ч","й","е","с","ADV","СЕЙЧАС","ADV -","С"
"5583","</distinct>","","","","","","","","","","","","","","","",""
"5584","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5585","","Новосибирска","НОВОСИБИРСК","S m inan gen sg","","","сейчас , _Новосибирска_ через Москву в","а","к","с","р","и","б","S","НОВОСИБИРСК","S m inan gen sg","К"
"5586","","через","ЧЕРЕЗ","PR","","",", Новосибирска _через_ Москву в Ростов","з","е","р","е","ч","","PR","ЧЕРЕЗ","PR","З"
"5587","","Москву","МОСКВА","S f inan acc sg","","",", Новосибирска через _Москву_ в Ростов .","у","в","к","с","о","м","S","МОСКВА","S f inan acc sg","А"
"5588","","в","В","PR","","","Новосибирска через Москву _в_ Ростов .","в","","","","","","PR","В","PR","В"
"5589","","Ростов","РОСТОВ","S m inan acc sg","","","через Москву в _Ростов_ .","в","о","т","с","о","р","S","РОСТОВ","S m inan acc sg","В"
"5590","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"5591","","","","","","","","","","","","","","","","",""
"5592","# sent = 509","","","","","","","","","","","","","","","",""
"5593","","Это","ЭТО","PART","","",". _Это_ , вот ,","о","т","э","","","","PART","ЭТО","S n - nom sg","О"
"5594","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5595","","вот","ВОТ","PART","","","Это , _вот_ , как бы ,","т","о","в","","","","PART","ВОТ","PART","Т"
"5596","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5597","","как бы","как бы","PART","","",", вот , _как бы_ , шикарно ,","ы","б","","к","а","к","PART","как бы","ADV -","ы"
"5598","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5599","","шикарно","ШИКАРНО","ADV -","","",", как бы , _шикарно_ , да ...","о","н","р","а","к","и","ADV","ШИКАРНО","ADV -","О"
"5600","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5601","","да","ДА","PART","","",", шикарно , _да_ ...","а","д","","","","","PART","ДА","PART","А"
"5602","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5603","","","","","","","","","","","","","","","","",""
"5604","# sent = 510","","","","","","","","","","","","","","","",""
"5605","","Притом","ПРИТОМ","CONJ","","","... _Притом_ какими-то там ,","м","о","т","и","р","п","CONJ","ПРИТОМ","CONJ","М"
"5606","","какими-то","КАКОЙ-ТО","APRO - ins pl plen - -","","","Притом _какими-то_ там , хрен","о","т","-","и","м","и","APRO","КАКОЙ-ТО","A - ins pl plen - -","О"
"5607","","там","ТАМ","ADV -","","","Притом какими-то _там_ , хрен знает","м","а","т","","","","ADV","ТАМ","ADV -","М"
"5608","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5609","","хрен","ХРЕН","S m inan nom sg","","","какими-то там , _хрен_ знает какими авиалиниями","н","е","р","х","","","S","ХРЕН","S m inan nom sg","Н"
"5610","","знает","ЗНАТЬ","V ipf praes sg indic - 3p","","","там , хрен _знает_ какими авиалиниями ,","т","е","а","н","з","","V","ЗНАТЬ","V ipf praes sg indic - 3p","Ь"
"5611","","какими","КАКОЙ","APRO - ins pl plen - -","","",", хрен знает _какими_ авиалиниями , вот","и","м","и","к","а","к","APRO","КАКОЙ","A - ins pl plen - -","Й"
"5612","","авиалиниями","АВИАЛИНИЯ","S f inan ins pl","","","хрен знает какими _авиалиниями_ , вот ...","и","м","я","и","н","и","S","АВИАЛИНИЯ","S f inan ins pl","Я"
"5613","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5614","","вот","ВОТ","PART","","","какими авиалиниями , _вот_ ...","т","о","в","","","","PART","ВОТ","PART","Т"
"5615","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5616","","","","","","","","","","","","","","","","",""
"5617","# sent = 511","","","","","","","","","","","","","","","",""
"5618","","В","В","PR","","","... _В_ общем - то","в","","","","","","PR","В","PR","В"
"5619","","общем","ОБЩИЙ","A - loc sg plen m -","","","В _общем_ - то ,","м","е","щ","б","о","","A","ОБЩИЙ","A - loc sg plen m -","Й"
"5620","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"5621","","то","ТО","PART","","","В общем - _то_ , кроме ,","о","т","","","","","PART","ТО","NONLEX","О"
"5622","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5623","","кроме","КРОМЕ","PR","","","- то , _кроме_ , собственно ,","е","м","о","р","к","","PR","КРОМЕ","PR","Е"
"5624","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5625","","собственно","СОБСТВЕННО","ADV -","","",", кроме , _собственно_ , социальной активности","о","н","н","е","в","т","ADV","СОБСТВЕННО","ADV -","О"
"5626","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5627","","социальной","СОЦИАЛЬНЫЙ","A - gen sg plen f -","","",", собственно , _социальной_ активности - общения","й","о","н","ь","л","а","A","СОЦИАЛЬНЫЙ","A - gen sg plen f -","Й"
"5628","","активности","АКТИВНОСТЬ","S f inan gen sg","","","собственно , социальной _активности_ - общения с","и","т","с","о","н","в","S","АКТИВНОСТЬ","S f inan gen sg","Ь"
"5629","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"5630","","общения","ОБЩЕНИЕ","S n inan gen sg","","","социальной активности - _общения_ с такими же","я","и","н","е","щ","б","S","ОБЩЕНИЕ","S n inan gen sg","Е"
"5631","","с","С","PR","","","активности - общения _с_ такими же долбанутыми","с","","","","","","PR","С","PR","С"
"5632","","такими","ТАКОЙ","APRO - ins pl plen - -","","","- общения с _такими_ же долбанутыми ,","и","м","и","к","а","т","APRO","ТАКОЙ","A - ins pl plen - -","Й"
"5633","","же","ЖЕ","PART","","","общения с такими _же_ долбанутыми , как","е","ж","","","","","PART","ЖЕ","PART","Е"
"5634","","долбанутыми","ДОЛБАНУТЬ","PARTCP pf praet ins pl plen - pass -","","","с такими же _долбанутыми_ , как и","и","м","ы","т","у","н","PARTCP","ДОЛБАНУТЬ","PARTCP pf praet ins pl plen - pass -","Ь"
"5635","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5636","","как","КАК","CONJ","","","же долбанутыми , _как_ и т ...","к","а","к","","","","CONJ","КАК","CONJ","К"
"5637","","и","И","CONJ","","","долбанутыми , как _и_ т ... как","и","","","","","","CONJ","И","CONJ","И"
"5638","","т","Т","NONLEX","","",", как и _т_ ... как и","т","","","","","","NONLEX","Т","NONLEX","Т"
"5639","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5640","","как","КАК","ADV -","","","и т ... _как_ и ты ,","к","а","к","","","","ADV","КАК","ADV -","К"
"5641","","и","И","CONJ","","","т ... как _и_ ты , людьми","и","","","","","","CONJ","И","CONJ","И"
"5642","","ты","ТЫ","SPRO sg 2p - nom","","","... как и _ты_ , людьми и","ы","т","","","","","SPRO","ТЫ","SPRO sg 2p - nom","Ы"
"5643","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5644","","людьми","ЧЕЛОВЕК","S m anim ins pl","","","и ты , _людьми_ и ... ,","и","м","ь","д","ю","л","S","ЧЕЛОВЕК","S m anim ins pl","К"
"5645","","и","И","CONJ","","","ты , людьми _и_ ... , ммм","и","","","","","","CONJ","И","CONJ","И"
"5646","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5647","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5648","","ммм","МММ","INTJ","","","и ... , _ммм_ , написания очного","м","м","м","","","","S","МММ","S n inan loc sg","М"
"5649","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5650","","написания","НАПИСАНИЕ","S n inan gen sg","","",", ммм , _написания_ очного тура ,","я","и","н","а","с","и","S","НАПИСАНИЕ","S n inan gen sg","Е"
"5651","","очного","ОЧНЫЙ","A - gen sg plen m -","","","ммм , написания _очного_ тура , награждения","о","г","о","н","ч","о","A","ОЧНЫЙ","A - gen sg plen m -","Й"
"5652","","тура","ТУР","S m inan gen sg","","",", написания очного _тура_ , награждения ,","а","р","у","т","","","S","ТУР","S m inan gen sg","Р"
"5653","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5654","","награждения","НАГРАЖДЕНИЕ","S n inan gen sg","","","очного тура , _награждения_ , целования в","я","и","н","е","д","ж","S","НАГРАЖДЕНИЕ","S n inan gen sg","Е"
"5655","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5656","","целования","ЦЕЛОВАНИЕ","S n inan gen sg","","",", награждения , _целования_ в щечку и","я","и","н","а","в","о","S","ЦЕЛОВАНИЕ","S n inan gen sg","Е"
"5657","","в","В","PR","","","награждения , целования _в_ щечку и посылания","в","","","","","","PR","В","PR","В"
"5658","","щечку","ЩЕЧКА","S f inan acc sg","","",", целования в _щечку_ и посылания обратно","у","к","ч","е","щ","","S","ЩЕЧКА","S f inan ins sg","А"
"5659","","и","И","CONJ","","","целования в щечку _и_ посылания обратно нафиг","и","","","","","","CONJ","И","CONJ","И"
"5660","","посылания","ПОСЫЛАНИЕ","S n inan gen sg","","","в щечку и _посылания_ обратно нафиг ...","я","и","н","а","л","ы","S","ПОСЫЛАНИЕ","S n inan acc pl","Е"
"5661","","обратно","ОБРАТНО","ADV -","","","щечку и посылания _обратно_ нафиг ... ,","о","н","т","а","р","б","ADV","ОБРАТНО","ADV -","О"
"5662","","нафиг","НАФИГ","ADV","","","и посылания обратно _нафиг_ ... , эм","г","и","ф","а","н","","S","НАФИГ","S m anim nom sg","Г"
"5663","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5664","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5665","","эм","ЭМ","INTJ","","","нафиг ... , _эм_ , есть еще","м","э","","","","","INTJ","ЭМ","INTJ","М"
"5666","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5667","","есть","БЫТЬ","V ipf praes sg indic - 3p","","",", эм , _есть_ еще , скажем","ь","т","с","е","","","V","БЫТЬ","V ipf praes sg indic - 3p","Ь"
"5668","","еще","ЕЩЕ","ADV -","","","эм , есть _еще_ , скажем так","е","щ","е","","","","ADV","ЕЩЕ","ADV -","Е"
"5669","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5670","","скажем","СКАЗАТЬ","V pf - pl imper - 1p","","","есть еще , _скажем_ так , подготовительный","м","е","ж","а","к","с","V","СКАЗАТЬ","V pf - pl imper - 1p","Ь"
"5671","","так","ТАК","ADV -","","","еще , скажем _так_ , подготовительный день","к","а","т","","","","ADV","ТАК","ADV -","К"
"5672","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5673","","подготовительный","ПОДГОТОВИТЕЛЬНЫЙ","A -nom sg plen m inan","","","скажем так , _подготовительный_ день , когда","й","ы","н","ь","л","е","A","ПОДГОТОВИТЕЛЬНЫЙ","A - acc sg plen m inan","Й"
"5674","","день","ДЕНЬ","S m inan nom sg","","","так , подготовительный _день_ , когда вы","ь","н","е","д","","","S","ДЕНЬ","S m inan acc sg","Ь"
"5675","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5676","","когда","КОГДА","CONJ","","","подготовительный день , _когда_ вы приходите ,","а","д","г","о","к","","CONJ","КОГДА","CONJ","А"
"5677","","вы","ВЫ","SPRO pl 2p - nom","","","день , когда _вы_ приходите , там","ы","в","","","","","SPRO","ВЫ","SPRO pl 2p - nom","Ы"
"5678","","приходите","ПРИХОДИТЬ","V ipf praes pl indic - 2p","","",", когда вы _приходите_ , там вам","е","т","и","д","о","х","V","ПРИХОДИТЬ","V ipf praes pl indic - 2p","Ь"
"5679","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5680","","там","ТАМ","ADV -","","","вы приходите , _там_ вам : -","м","а","т","","","","ADV","ТАМ","ADV -","М"
"5681","","вам","ВЫ","SPRO pl 2p - dat","","","приходите , там _вам_ : - .","м","а","в","","","","SPRO","ВЫ","SPRO pl 2p - dat","Ы"
"5682","",":",":","PUNCT","","","","","","","","","","PUNCT","","",""
"5683","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"5684","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"5685","","","","","","","","","","","","","","","","",""
"5686","# sent = 512","","","","","","","","","","","","","","","",""
"5687","","о","О","PR","","",". _о_ , привет ,","о","","","","","","PR","О","PR","О"
"5688","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5689","","привет","ПРИВЕТ","INTJ","","","о , _привет_ , люди ,","т","е","в","и","р","п","S","ПРИВЕТ","S m inan nom sg","Т"
"5690","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5691","","люди","ЧЕЛОВЕК","S m anim nom pl","","",", привет , _люди_ , как дела","и","д","ю","л","","","S","ЧЕЛОВЕК","S m anim nom pl","К"
"5692","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5693","","как","КАК","CONJ","","",", люди , _как_ дела ? эм","к","а","к","","","","CONJ","КАК","CONJ","К"
"5694","","дела","ДЕЛО","S n inan nom pl","","","люди , как _дела_ ? эм ,","а","л","е","д","","","S","ДЕЛО","S n inan nom pl","О"
"5695","","?","?","PUNCT","","","","","","","","","","PUNCT","","",""
"5696","","эм","ЭМ","INTJ","","","как дела ? _эм_ , ну ,","м","э","","","","","INTJ","ЭМ","INTJ","М"
"5697","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5698","","ну","НУ","PART","","","? эм , _ну_ , вы пришли","у","н","","","","","PART","НУ","PART","У"
"5699","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5700","","вы","ВЫ","SPRO pl 2p - nom","","",", ну , _вы_ пришли ,","ы","в","","","","","SPRO","ВЫ","SPRO pl 2p - nom","Ы"
"5701","","пришли","ПРИЙТИ","V pf praet pl indic - -","","","ну , вы _пришли_ , чо","и","л","ш","и","р","п","V","ПРИЙТИ","V pf praet pl indic - -","И"
"5702","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5703","<distinct form=""","","","","","","","","","","","","","","","",""
"5704","<dist>","чо","","","","","","","","","","","","","","",""
"5705",""">","","","","","","","","","","","","","","","",""
"5706","","что","ЧТО","CONJ","","","чо _что_ с вами","о","т","ч","","","","CONJ","ЧТО","CONJ","О"
"5707","</distinct>","","","","","","","","","","","","","","","",""
"5708","","с","С","PR","","","что _с_ вами делать ?","с","","","","","","PR","С","PR","С"
"5709","","вами","ВЫ","SPRO pl 2p - ins","","","что с _вами_ делать ? ну","и","м","а","в","","","SPRO","ВЫ","SPRO pl 2p - ins","Ы"
"5710","","делать","ДЕЛАТЬ","V ipf - - inf - -","","","с вами _делать_ ? ну ,","ь","т","а","л","е","д","V","ДЕЛАТЬ","V ipf - - inf - -","Ь"
"5711","","?","?","PUNCT","","","","","","","","","","PUNCT","","",""
"5712","","ну","НУ","PART","","","вами делать ? _ну_ , можете пообщаться","у","н","","","","","PART","НУ","PART","У"
"5713","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5714","","можете","МОЧЬ","V ipf praes pl indic - 2p","","","? ну , _можете_ пообщаться , вот","е","т","е","ж","о","м","V","МОЧЬ","V ipf praes pl indic - 2p","Ь"
"5715","","пообщаться","ПООБЩАТЬСЯ","V pf - - inf - -","","","ну , можете _пообщаться_ , вот вам","я","с","ь","т","а","щ","V","ПООБЩАТЬСЯ","V pf - - inf - -","Я"
"5716","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5717","","вот","ВОТ","PART","","","можете пообщаться , _вот_ вам пара активностей","т","о","в","","","","PART","ВОТ","PART","Т"
"5718","","вам","ВЫ","SPRO pl 2p - dat","","","пообщаться , вот _вам_ пара активностей есть","м","а","в","","","","SPRO","ВЫ","SPRO pl 2p - dat","Ы"
"5719","","пара","ПАРА","S f inan nom sg","","",", вот вам _пара_ активностей есть ,","а","р","а","п","","","S","ПАРА","S f inan nom sg","А"
"5720","","активностей","АКТИВНОСТЬ","S f inan gen pl","","","вот вам пара _активностей_ есть , вроде","й","е","т","с","о","н","S","АКТИВНОСТЬ","S f inan gen pl","Ь"
"5721","","есть","БЫТЬ","V ipf praes sg indic - 3p","","","вам пара активностей _есть_ , вроде собрать","ь","т","с","е","","","V","БЫТЬ","V ipf praes sg indic - 3p","Ь"
"5722","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5723","","вроде","ВРОДЕ","PART","","","активностей есть , _вроде_ собрать кубик рубика","е","д","о","р","в","","PART","ВРОДЕ","PART","Е"
"5724","","собрать","СОБРАТЬ","V pf - - inf - -","","","есть , вроде _собрать_ кубик рубика или","ь","т","а","р","б","о","V","СОБРАТЬ","V pf - - inf - -","Ь"
"5725","","кубик","КУБИК","S m inan acc sg","","",", вроде собрать _кубик_ рубика или собрать","к","и","б","у","к","","S","КУБИК","S m inan acc sg","К"
"5726","","рубика","РУБИК","S m inan gen sg","","","вроде собрать кубик _рубика_ или собрать ...","а","к","и","б","у","р","S","РУБИК","S m inan gen sg","К"
"5727","","или","ИЛИ","CONJ","","","собрать кубик рубика _или_ собрать ... эм","и","л","и","","","","CONJ","ИЛИ","CONJ","И"
"5728","","собрать","СОБРАТЬ","V pf - - inf - -","","","кубик рубика или _собрать_ ... эм ,","ь","т","а","р","б","о","V","СОБРАТЬ","V pf - - inf - -","Ь"
"5729","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5730","","эм","ЭМ","INTJ","","","или собрать ... _эм_ , такие вот","м","э","","","","","INTJ","ЭМ","INTJ","М"
"5731","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5732","","такие","ТАКОЙ","APRO - nom pl plen - -","","","... эм , _такие_ вот , типа","е","и","к","а","т","","APRO","ТАКОЙ","A - nom pl plen - -","Й"
"5733","","вот","ВОТ","PART","","","эм , такие _вот_ , типа развивающие","т","о","в","","","","PART","ВОТ","PART","Т"
"5734","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5735","","типа","ТИПА","PART","","","такие вот , _типа_ развивающие игры ,","а","п","и","т","","","PART","ТИПА","PART","А"
"5736","","развивающие","РАЗВИВАТЬ","PARTCP ipf inpraes nom pl plen - act inan","","","вот , типа _развивающие_ игры , блин","е","и","щ","ю","а","в","PARTCP","РАЗВИВАТЬ","PARTCP ipf inpraes acc pl plen - act inan","Ь"
"5737","","игры","ИГРА","S f inan nom sg","","",", типа развивающие _игры_ , блин ,","ы","р","г","и","","","S","ИГРА","S f inan gen sg","А"
"5738","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5739","","блин","БЛИН","INTJ","","","развивающие игры , _блин_ , вот честно","н","и","л","б","","","S","БЛИН","S m inan nom sg","Н"
"5740","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5741","","вот","ВОТ","PART","","",", блин , _вот_ честно , не","т","о","в","","","","PART","ВОТ","PART","Т"
"5742","","честно","ЧЕСТНО","ADV -","","","блин , вот _честно_ , не помню","о","н","т","с","е","ч","ADV","ЧЕСТНО","ADV -","О"
"5743","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5744","","не","НЕ","PART","","","вот честно , _не_ помню , как","е","н","","","","","PART","НЕ","PART","Е"
"5745","","помню","ПОМНИТЬ","V ipf praes sg indic - 1p","","","честно , не _помню_ , как называется","ю","н","м","о","п","","V","ПОМНИТЬ","V ipf praes sg indic - 1p","Ь"
"5746","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5747","","как","КАК","CONJ","","","не помню , _как_ называется , но","к","а","к","","","","CONJ","КАК","CONJ","К"
"5748","","называется","НАЗЫВАТЬСЯ","V ipf praes sg indic - 3p","","","помню , как _называется_ , но даже","я","с","т","е","а","в","V","НАЗЫВАТЬСЯ","V ipf praes sg indic - 3p","Я"
"5749","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5750","","но","НО","CONJ","","","как называется , _но_ даже не развивающие","о","н","","","","","CONJ","НО","CONJ","О"
"5751","","даже","ДАЖЕ","PART","","","называется , но _даже_ не развивающие ,","е","ж","а","д","","","PART","ДАЖЕ","PART","Е"
"5752","","не","НЕ","PART","","",", но даже _не_ развивающие , а","е","н","","","","","PART","НЕ","PART","Е"
"5753","","развивающие","РАЗВИВАТЬ","PARTCP ipf inpraes nom pl plen - act inan","","","но даже не _развивающие_ , а на","е","и","щ","ю","а","в","PARTCP","РАЗВИВАТЬ","PARTCP ipf inpraes acc pl plen - act inan","Ь"
"5754","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5755","","а","А","CONJ","","","не развивающие , _а_ на соображалку ,","а","","","","","","CONJ","А","CONJ","А"
"5756","","на","НА","PR","","","развивающие , а _на_ соображалку , на","а","н","","","","","PR","НА","PR","А"
"5757","","соображалку","СООБРАЖАЛКА","S f inan acc sg","","",", а на _соображалку_ , на прокрутить","у","к","л","а","ж","а","S","СООБРАЖАЛКА","S f inan acc sg","А"
"5758","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5759","","на","НА","PR","","","на соображалку , _на_ прокрутить , знаешь","а","н","","","","","PR","НА","PR","А"
"5760","","прокрутить","ПРОКРУТИТЬ","V pf - - inf - -","","","соображалку , на _прокрутить_ , знаешь ,","ь","т","и","т","у","р","V","ПРОКРУТИТЬ","V pf - - inf - -","Ь"
"5761","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5762","","знаешь","ЗНАТЬ","V ipf praes sg indic - 2p","","","на прокрутить , _знаешь_ , есть такие","ь","ш","е","а","н","з","V","ЗНАТЬ","V ipf praes sg indic - 2p","Ь"
"5763","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5764","","есть","ЕСТЬ","V ipf - - inf - -","","",", знаешь , _есть_ такие деревянные формочки","ь","т","с","е","","","V","ЕСТЬ","V ipf - - inf - -","Ь"
"5765","","такие","ТАКОЙ","APRO - nom pl plen - -","","","знаешь , есть _такие_ деревянные формочки ,","е","и","к","а","т","","APRO","ТАКОЙ","A - nom pl plen - -","Й"
"5766","","деревянные","ДЕРЕВЯННЫЙ","A - nom pl plen - -","","",", есть такие _деревянные_ формочки , туда","е","ы","н","н","я","в","A","ДЕРЕВЯННЫЙ","A - nom pl plen - -","Й"
"5767","","формочки","ФОРМОЧКА","S f inan nom pl","","","есть такие деревянные _формочки_ , туда вставляешь","и","к","ч","о","м","р","S","ФОРМОЧКА","S m anim nom pl","А"
"5768","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5769","","туда","ТУДА","ADV -","","","деревянные формочки , _туда_ вставляешь разные ,","а","д","у","т","","","ADV","ТУДА","ADV -","А"
"5770","","вставляешь","ВСТАВЛЯТЬ","V ipf praes sg indic - 2p","","","формочки , туда _вставляешь_ разные , ну","ь","ш","е","я","л","в","V","ВСТАВЛЯТЬ","V ipf praes sg indic - 2p","Ь"
"5771","","разные","РАЗНЫЙ","A - acc pl plen - inan","","",", туда вставляешь _разные_ , ну ,","е","ы","н","з","а","р","A","РАЗНЫЙ","A - acc pl plen - inan","Й"
"5772","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5773","","ну","НУ","PART","","","вставляешь разные , _ну_ , разные фигурки","у","н","","","","","PART","НУ","PART","У"
"5774","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5775","","разные","РАЗНЫЙ","A - nom pl plen - -","","",", ну , _разные_ фигурки ... вот","е","ы","н","з","а","р","A","РАЗНЫЙ","A - nom pl plen - -","Й"
"5776","","фигурки","ФИГУРКА","S f inan acc pl","","","ну , разные _фигурки_ ... вот ,","и","к","р","у","г","и","S","ФИГУРКА...","S f inan acc pl","А"
"5777","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5778","","вот","ВОТ","PART","","","разные фигурки ... _вот_ , вот такого","т","о","в","","","","PART","ВОТ","PART","Т"
"5779","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5780","","вот","ВОТ","PART","","","... вот , _вот_ такого типа игры","т","о","в","","","","PART","ВОТ","PART","Т"
"5781","","такого","ТАКОЙ","APRO - gen sg plen m -","","","вот , вот _такого_ типа игры","о","г","о","к","а","т","APRO","ТАКОЙ","A - gen sg plen m -","Й"
"5782","","типа","ТИП","S m inan gen sg","","",", вот такого _типа_ игры","а","п","и","т","","","PART","ТИПА","PART","П"
"5783","","игры","ИГРА","S f inan nom pl","","","вот такого типа _игры_","ы","р","г","и","","","S","ИГРА","S f inan gen sg","А"
"5784","","","","","","","","","","","","","","","","",""
"5785","# sent = 513","","","","","","","","","","","","","","","",""
"5786","# speaker = B","","","","","","","","","","","","","","","",""
"5787","# sent = 514","","","","","","","","","","","","","","","",""
"5788","<noindex>[нрзб]</noindex>","","","","","","","","","","","","","","","",""
"5789","","больше","МНОГО","ADV comp","","","_больше_ про сам","е","ш","ь","л","о","б","ADV","МНОГО","ADV comp","О"
"5790","","про","ПРО","PR","","","больше _про_ сам цэтээф","о","р","п","","","","PR","ПРО","PR","О"
"5791","","сам","САМ","A - acc sg plen m inan","","","больше про _сам_ цэтээф","м","а","с","","","","A","САМ","A - acc sg plen m inan","М"
"5792","<distinct form=""","","","","","","","","","","","","","","","",""
"5793","<dist>","цэтээф","","","","","","","","","","","","","","",""
"5794",""">","","","","","","","","","","","","","","","",""
"5795","","CTF","CTF","NONLEX","","","цэтээф _CTF_ ?","f","t","c","","","","NONLEX","CTF","NONLEX","F"
"5796","</distinct>","","","","","","","","","","","","","","","",""
"5797","","?","?","PUNCT","","","","","","","","","","PUNCT","","",""
"5798","","","","","","","","","","","","","","","","",""
"5799","# sent = 515","","","","","","","","","","","","","","","",""
"5800","# speaker = A","","","","","","","","","","","","","","","",""
